file_name,category,file_size_bytes,download_url,local_path,downloaded
GLDS-375_rna-seq_GC11-1S_S15_L002_R1_001.fastq.gz,Raw Data,1573521833,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC11-1S_S15_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_GC11-1R_S16_L002_R2_001.fastq.gz,Raw Data,2020770195,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC11-1R_S16_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_GC11-1R_S16_L002_R1_001.fastq.gz,Raw Data,1916299635,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC11-1R_S16_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_GC1-1S_S3_L002_R2_001.fastq.gz,Raw Data,1904822340,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC1-1S_S3_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_GC1-1S_S3_L002_R1_001.fastq.gz,Raw Data,1787164342,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC1-1S_S3_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_GC1-1R_S4_L002_R2_001.fastq.gz,Raw Data,2062847371,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC1-1R_S4_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_GC1-1R_S4_L002_R1_001.fastq.gz,Raw Data,1858509988,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC1-1R_S4_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL9-1S_S9_L002_R2_001.fastq.gz,Raw Data,2255005754,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL9-1S_S9_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL9-1S_S9_L002_R1_001.fastq.gz,Raw Data,2108763576,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL9-1S_S9_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL9-1R_S10_L002_R2_001.fastq.gz,Raw Data,1791974364,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL9-1R_S10_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL9-1R_S10_L002_R1_001.fastq.gz,Raw Data,1655013968,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL9-1R_S10_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL5-1S_S5_L002_R2_001.fastq.gz,Raw Data,1995405264,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL5-1S_S5_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL5-1S_S5_L002_R1_001.fastq.gz,Raw Data,1875620849,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL5-1S_S5_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL5-1R_S6_L002_R2_001.fastq.gz,Raw Data,2088712242,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL5-1R_S6_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL5-1R_S6_L002_R1_001.fastq.gz,Raw Data,1909659268,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL5-1R_S6_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL11-1S_S13_L002_R2_001.fastq.gz,Raw Data,2192636025,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL11-1S_S13_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL11-1S_S13_L002_R1_001.fastq.gz,Raw Data,2046501211,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL11-1S_S13_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL11-1R_S14_L002_R2_001.fastq.gz,Raw Data,1775075149,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL11-1R_S14_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL11-1R_S14_L002_R1_001.fastq.gz,Raw Data,1664029424,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL11-1R_S14_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL1-1S_S1_L002_R2_001.fastq.gz,Raw Data,1796904683,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL1-1S_S1_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL1-1S_S1_L002_R1_001.fastq.gz,Raw Data,1685338821,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL1-1S_S1_L002_R1_001.fastq.gz,,False
GLDS-375_rna-seq_FL1-1R_S2_L002_R2_001.fastq.gz,Raw Data,1822469822,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL1-1R_S2_L002_R2_001.fastq.gz,,False
GLDS-375_rna-seq_FL1-1R_S2_L002_R1_001.fastq.gz,Raw Data,1683272694,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL1-1R_S2_L002_R1_001.fastq.gz,,False
GLDS-375_rna_seq_raw_multiqc_report.zip,Study Metadata Files,2242234,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna_seq_raw_multiqc_report.zip,/Users/drb_laptop/Documents/AIRI_to_AIR/brachypodium-gwas-spaceflight/data/osdr/Study_Metadata_Files/GLDS-375_rna_seq_raw_multiqc_report.zip,True
GLDS-375_rna-seq_raw_md5sum.txt,Study Metadata Files,7947,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_raw_md5sum.txt,/Users/drb_laptop/Documents/AIRI_to_AIR/brachypodium-gwas-spaceflight/data/osdr/Study_Metadata_Files/GLDS-375_rna-seq_raw_md5sum.txt,True
GLDS-375_rna-seq_FL10-1R_R1_raw.fastq.gz,Raw Data,7303304721,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL10-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL10-1R_R2_raw.fastq.gz,Raw Data,7577721595,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL10-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL10-1S_R1_raw.fastq.gz,Raw Data,5831079810,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL10-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL10-1S_R2_raw.fastq.gz,Raw Data,6015270340,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL10-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL12-1R_R1_raw.fastq.gz,Raw Data,5859496702,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL12-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL12-1R_R2_raw.fastq.gz,Raw Data,6003304996,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL12-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL12-1S_R1_raw.fastq.gz,Raw Data,5071279376,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL12-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL12-1S_R2_raw.fastq.gz,Raw Data,5282115607,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL12-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL2-1R_R1_raw.fastq.gz,Raw Data,6450892812,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL2-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL2-1R_R2_raw.fastq.gz,Raw Data,6693274048,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL2-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL2-1S_R1_raw.fastq.gz,Raw Data,5863066806,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL2-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL2-1S_R2_raw.fastq.gz,Raw Data,6118872684,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL2-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL3-1R_R1_raw.fastq.gz,Raw Data,7022635080,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL3-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL3-1R_R2_raw.fastq.gz,Raw Data,7256522660,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL3-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL3-1S_R1_raw.fastq.gz,Raw Data,5812189953,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL3-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL3-1S_R2_raw.fastq.gz,Raw Data,6021041849,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL3-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL4-1R_R1_raw.fastq.gz,Raw Data,6524270705,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL4-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL4-1R_R2_raw.fastq.gz,Raw Data,6752479698,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL4-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL4-1S_R1_raw.fastq.gz,Raw Data,5945164620,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL4-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL4-1S_R2_raw.fastq.gz,Raw Data,6151153321,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL4-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL6-1R_R1_raw.fastq.gz,Raw Data,6842831518,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL6-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL6-1R_R2_raw.fastq.gz,Raw Data,7013789078,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL6-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL6-1S_R1_raw.fastq.gz,Raw Data,6080952311,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL6-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL6-1S_R2_raw.fastq.gz,Raw Data,6331215020,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL6-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL7-1R_R1_raw.fastq.gz,Raw Data,5839868552,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL7-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL7-1R_R2_raw.fastq.gz,Raw Data,5978226746,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL7-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL7-1S_R1_raw.fastq.gz,Raw Data,6499715191,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL7-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL7-1S_R2_raw.fastq.gz,Raw Data,6728098659,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL7-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL8-1R_R1_raw.fastq.gz,Raw Data,6725844751,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL8-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL8-1R_R2_raw.fastq.gz,Raw Data,6910689567,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL8-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_FL8-1S_R1_raw.fastq.gz,Raw Data,6515046282,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL8-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_FL8-1S_R2_raw.fastq.gz,Raw Data,6794107742,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_FL8-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC10-1R_R1_raw.fastq.gz,Raw Data,6787119425,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC10-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC10-1R_R2_raw.fastq.gz,Raw Data,6991083716,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC10-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC10-1S_R1_raw.fastq.gz,Raw Data,5637667369,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC10-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC10-1S_R2_raw.fastq.gz,Raw Data,5753243969,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC10-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC12-1R_R1_raw.fastq.gz,Raw Data,5339362729,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC12-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC12-1R_R2_raw.fastq.gz,Raw Data,5486929549,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC12-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC12-1S_R1_raw.fastq.gz,Raw Data,5740458125,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC12-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC12-1S_R2_raw.fastq.gz,Raw Data,5942124170,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC12-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC2-1R_R1_raw.fastq.gz,Raw Data,6444877761,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC2-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC2-1R_R2_raw.fastq.gz,Raw Data,6661959523,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC2-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC2-1S_R1_raw.fastq.gz,Raw Data,6316432269,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC2-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC2-1S_R2_raw.fastq.gz,Raw Data,6580650421,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC2-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC3-1R_R1_raw.fastq.gz,Raw Data,5609647119,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC3-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC3-1R_R2_raw.fastq.gz,Raw Data,5803432333,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC3-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC3-1S_R1_raw.fastq.gz,Raw Data,6069267254,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC3-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC3-1S_R2_raw.fastq.gz,Raw Data,6332173180,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC3-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC4-1R_R1_raw.fastq.gz,Raw Data,5900010381,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC4-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC4-1R_R2_raw.fastq.gz,Raw Data,6076655495,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC4-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC4-1S_R1_raw.fastq.gz,Raw Data,6283504868,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC4-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC4-1S_R2_raw.fastq.gz,Raw Data,6625316109,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC4-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC6-1R_R1_raw.fastq.gz,Raw Data,6486784796,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC6-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC6-1R_R2_raw.fastq.gz,Raw Data,6699473432,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC6-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC6-1S_R1_raw.fastq.gz,Raw Data,6061536427,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC6-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC6-1S_R2_raw.fastq.gz,Raw Data,6302292714,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC6-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC7-1R_R1_raw.fastq.gz,Raw Data,6392147653,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC7-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC7-1R_R2_raw.fastq.gz,Raw Data,6583404532,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC7-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC7-1S_R1_raw.fastq.gz,Raw Data,5919058316,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC7-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC7-1S_R2_raw.fastq.gz,Raw Data,6189095237,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC7-1S_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC8-1R_R1_raw.fastq.gz,Raw Data,6859576880,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC8-1R_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC8-1R_R2_raw.fastq.gz,Raw Data,7216158854,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC8-1R_R2_raw.fastq.gz,,False
GLDS-375_rna-seq_GC8-1S_R1_raw.fastq.gz,Raw Data,5786637388,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC8-1S_R1_raw.fastq.gz,,False
GLDS-375_rna-seq_GC8-1S_R2_raw.fastq.gz,Raw Data,5985591049,https://osdr.nasa.gov/geode-py/ws/studies/OSD-375/download?source=datamanager&file=GLDS-375_rna-seq_GC8-1S_R2_raw.fastq.gz,,False
